رزیدنت_ایول	توسعه‌دهنده	کپ‌کام
کروک	روستا	شهرستان_ایذه
پایگاه_هوایی_سنت_هاوبرت	سطح_باند	بتن
خورچاه	روستای_کوچکی	شهرستان_خمیر
پرویز_مظلومی	تیم‌های_مربیگری	باشگاه_فوتبال_استقلال_تهران
غارهای_بان_مسیتی	موقعیت	سیستان_و_بلوچستان
پل_شهرستان	موقعیت	اصفهان
کریس_چارسلی	موقعیت	دروازه‌بان
امتیاز	بازیگر	آنجلا_باست
موسیقی_امبینت	خاستگاه_سبکی	پراگرسیو_راک
اندونزی	(مالایایی)__نوع_حکومت	جمهوری
زاموآ	استان	کردستان
عبود_قنبر	نبرد	جنگ_ایران_و_عراق
عایشه_بنت_طلحه	محل_مرگ	مدینه
رزا_لوکزامبورگ	محل_تولد	زاموشچ
میخ_پرچ	سال_تولید	1964
ویلیام_لینگ	شهروندی	بریتانیا
قله_استقلال	مکان	ولایت_خودمختار_کوهستانی_بدخشان
محمدرضا_عادلخانی	پُست	مهاجم
باهاما	سال_جمعیت	2007
زولاچای	بخش	شهرستان_سلماس
استیو_چن	محل_تولد	تایوان
پرشوتراونسک	نوع	کد_پستی
شهرآورد_دوازدهم_تهران	متعاقب_event	شهرآورد_سیزدهم_تهران
عابد_فتاحی	محل_تولد	ایران
شاهزاده_احمد	مدفن	مرادیه
پاول_پوگربنیاک	تیم	باشگاه_فوتبال_اورال_یکاترینبورگ
جراحی	بخش	روداب
مونپلیه،_ورمانت	عنوان_حاکم	شهردار
تیم_سایلنت	صنعت	توسعه_بازی_ویدئویی
اندیس_اسبول	نوع_ماده	مصالح_ساختمانی
گری،_ایندیانا	ناحیه_زمانی_۱	منطقه_زمانی_مرکزی
تیم_ملی_فوتبال_آنتیل_هلند	نام	جام_طلایی_کونکاکاف
ایان_باربور	محل_تولد	پکن
ادگار_فیلد	محل_تولد	والینگفورد،_آکسفوردشر
کهل‌بلاغ	منطقه	شهرستان_هشترود
پرچم	کشور	رهبر_ایران
رضا_وهدانی	تأثیرگرفته_از	اسماعیل_مهرتاش
جوشین	روستایی_district	جوشین
محمدرضا_مهدوی_کنی	مدفن	حرم_شاه_عبدالعظیم
جام_جهانی_فوتبال_2006	تاریخ	14_ژوئن
آنتونیا_کیدمن	موضوع	مجریان_تلویزیونی_اهل_استرالیا
دولپه‌ای‌های_نو	فهرست_زیرطبقه‌های_آرایه‌شناختی	خاراشکن‌سانان
هانس_رایشنباخ	تأثیرگرفته_از	داوید_هیلبرت
آلکس_کالینیکوس	اصلی_interest	سیاست
فارسیان	استان	گلستان_ایران
ابن_قتیبه_دینوری	اصلی_interests	تاریخ
سه‌چاه	بخش	شهرستان_فسا
اسماعیل‌آباد	دهستان	شربیان
موتور_بازی_پیشرفته_راک‌استار	محاسبات_platform	پلی‌استیشن_3
گی‌یرمو_دل_تورو	موضوع	نویسندگان_اهل_گوادالاخارا،_خالیسکو
میله	بنیاد	هرتسبروک-کلارهولتس
دریاچه_هیرم	محل	ایران
کاپیتان_پرایس	شغل	نیروی_زمینی_بریتانیا
مرکز_تحقیقات_سایبری_نیروی_انتظامی	موقعیت	تهران
فاطمه_سلطان	استراحت_place	استانبول
خورشید_Valley_Lake	نوع	حوزه_سرشماری
زبان_پنجابی	زبان_رایج_در	منطقه_پنجاب
فریدریش_برژیوس	بوهاlma_mater	دانشگاه_برسلاو
ساناسار_هوهانیسیان	ورزش	کشتی
مهران_مدیری	خانه_town	اراک
برمرتون،_واشینگتن	بخشی_از	ایالات_متحده_آمریکا
فرا_بارتولومئو	ملیت	مردم_ایتالیا
عباس_اقبال_آشتیانی	استراحت_place	حرم_شاه_عبدالعظیم
واوکلوس،_ویرجینیا	نام	استاندارد_پردازش_اطلاعات_فدرال
احمد_بن_اسحاق	محل_اقامت	بغداد
پراگرسیو_متال	مبحث_دیگر	پست-متال
شهرستان_زیرکوه	بخش	بخش_شاسکوه
ملک‌آباد	روستا	شهرستان_مهریز
مرکز_تحقیقات_چغندر_قند_کشور	موقعیت	کرج
عباس_جعفری_دولت‌آبادی	سمت_اداری	دادستان_تهران
اتیوپی	بزرگترین_شهر	آدیس_آبابا
جنبش_برای_تغییر_دموکراتیک	رهبر	مورگان_چانگیرای
هفت‌خانه	منطقه	شهرستان_کنگاور
فرنکن‌وینی	آهنگساز_موسیقی_فیلم	دیوید_نیومن
معصوم‌آباد	،	گرگان
شرکت_معدنی_و_صنعتی_سنگان	موقعیت	خواف
خادر	بخش	شهرستان_جهرم
جام_خیریه_انگلستان_2012	بعدی	جام_خیریه_انگلستان_2013
کامبوج	رهبر_name	نوردوم_سیهامونی
کاسیلوف،_آلاسکا	نوع	زیپ‌کد
اندیس_باریت_کندرود	نحوه_تشکیل	دگرگونی
پلی‌استیشن_4	پردازنده_گرافیکی	ای‌ام‌دی
زبان_گوئاریا	سد	زبان‌های_هندوایرانی
گرگ_لین	محل_تحصیل	دانشگاه_میامی
بخش_مرکزی_شهرستان_کهنوج	دهستان‌ها	دهستان_نخلستان
حسین_بصیر	نظامی_branch	سپاه_پاسداران_انقلاب_اسلامی
دانشگاه_کبک_در_مونترآل	کشور	کانادا
آرتور_والش	محل_تولد	نیوجرسی
اندیس_آنومالی_کلاته_شیخ	محصول	طلا
دونا_لی_ونرستورم	شنا_style	شنای_مختلط
ایندی_پاپ	دیگر_topic	ایندی_راک
پنگوئن‌های_کاکل‌دار	پناهگاه	طنابداران
قانون_اساسی_هند	نویسنده(گان)	بهیمراو_رامجی_آمبدکار
مردم_ایتالیا	لنگuages	زبان_لومبارد
خزندگان	پناهگاه	آرواره‌داران
ائتلاف_دموکراتیک	وابستگی_بین‌المللی	اتحادیه_دموکرات_بین‌الملل
کارتر_وانگ	ویکیپراژهای_هدایت_شده	كارتر_وانگ
ابن_خلدون	موضوع	تاریخ‌نگاری
شهرستان_بندرعباس	زبان	بندری
شیخ_جنید	استراحت_place	جمهوری_آذربایجان
جان_لمبرت	محل_مرگ	ایالات_متحده_آمریکا
اوشندل	روستایی_district	کوهسار
سامرست_شمالی	ناحیه_زمانی_۱	ساعت_گرینویچ
کروگر	دفتر_مرکزی	ایالات_متحده_آمریکا
پنلوپه_کروز	جایزه‌ها	ولور
آلفا_کنده	دین	اسلام
حزب_توده_ایران	تشکیل_date	1320
وکیل	صلاحیت_ها	حقوق
فرانسوا_بایرو	حزب	جنبش_دموکرات
اندیس_منگنز_شمال_غرب_شورو_I	محصول	منگنز
پایان_دوران	رهایی_date	16_نوامبر
آریوبرزن	جانشینی	فهرست_شاهان_ارمنستان
ایتاکا،_نیویورک	نام	استاندارد_پردازش_اطلاعات_فدرال
مارک_تواین	نویسنده	ماجراهای_هاکلبری_فین
لام_چینگ-یینگ	محل_تولد	هنگ_کنگ
سرتیپ	پایین_rank	سرتیپ_دوم
ایرآسیا	قطب_airport	فرودگاه_بین‌المللی_کوتا_کینابالو
لایسنیا_کواراسه	رئیس_جمهور	ژوزفا_ایلویلو
سوکوبوس	منطقه	آسیا
عباس_محتاج	محل_تولد	ایران
آزمایشگاه_شناوری_خنثی	کشور	ایالات_متحده_آمریکا
ذبیح	بازیگران	پروین_سلیمانی
حریم_سلطان	بازیگران	اوزان_گوئن
پایگاه_هوایی_کانت	سطح_باند	بتن
آبزهلو	منطقه	شهرستان_ایذه
حمله_مغول_به_ارمنستان	مذهب	سنی
سیلویا_چانگ	شغل	تهیه‌کننده_فیلم
فردریک_جیمسون	علایق_اصلی	روایت
زبان_صربی	خط	الفبای_لاتین
پاتال_و_آرزوهای_کوچک	کارگردان	مسعود_کرامتی
یانیک_جرز	سبک	پراگرسیو_راک
باشگاه_فوتبال_کیکرز_اوفنباخ	جفround	ورزشگاه_اشپاردا_بانک_هسن
باشگاه_فوتبال_هلاس_ورونا	لیگ	سری_بی
قنات_چاه‌سور،_نایین	منطقه	بخش_مرکزی_شهرستان_نائین
شاهدانگان	طبقه	دولپه‌ای‌ها
برنارد_لاو_مونت‌گومری	نبرد	جنگ_استقلال_ایرلند
فردینان_دو_سوسور	درfluenced	امیل_بنونیست
تین	دهستان	چهاردانگه
باشگاه_ورزشی_الریان	ورزشگاه	ورزشگاه_احمد_بن_علی
حزب_کارگزاران_سازندگی	رهبر_3_نام	لیست_امید
دانشگاه_چستر	شهر	الزمر_پورت
اوراکل_لینوکس	مدل_منبع	نرم‌افزار_آزاد_و_متن‌باز
اوانستون،_ایلینوی	لقب	شرکت_شهردار
فرودگاه_استرژووی	سطح_باند	بتن
ترانه_گریستن	سبک	سایکدلیک_راک
شاه_قلی	روستا	شهرستان_سیرجان
پادشاهی_متحد_هلند	بنیانگذار_event	کنگره_وین
برج_آمریکا	خودer	گروه_بین‌المللی_آمریکایی
خمارویه	دین	سنی
جان_رابرت_شریفر	محل_کار	دانشگاه_کالیفرنیا،_سانتا_باربارا
یوئل_رومرو	سبک	جوجیتسو_برزیلی
خط_5_متروی_تهران	متصدی	متروی_تهران
ایروین،_آیداهو	جمعیت_as_of	سرشماری_2010_ایالات_متحده_آمریکا
ماداگاسکار	رهبر_name	هری_راجائوناریمامپیانینا
استرالیای_غربی	نوع_حاکمان	فرماندار
ویرجینیا،_مینه‌سوتا	جمعیت_as_of	سرشماری_2010_ایالات_متحده_آمریکا
جهان‌آباد_علیا	منطقه	استان_سیستان_و_بلوچستان
کیرا_نایتلی	محل_تولد	لندن
درختان_مرکبات	طبقه	دولپه‌ای‌ها
دوگوش	بخش	شهرستان_رامهرمز
دانشگاه_علوم_پزشکی_قائنات	تأسیس	1385
پالایشگاه_تهران	موقعیت	تهران
فهد_بن_عبدالعزیز	پیش_از	عبدالله_بن_عبدالعزیز
پلی_اتیلن_سبک	تولید‌کننده	پتروشیمی_پارس
پاتال_و_آرزوهای_کوچک	بازیگران	رضا_کیانیان
فرودگاه_ووکتیل	متصدی	کومی‌اویاترنس
کلیفتون،_آیداهو	بخشی_از	ایالات_متحده_آمریکا
بشیر_باباجان‌زاده	عنوان	بازی‌های_المپیک_تابستانی_2016
فرانک_جفریس	موقعیت	مهاجم
شهرستان_کوار	روستایی_district	دهستان_طسوج
قاجاریان	رهبر_title	میرزا
هادی_اصغری	تیم	باشگاه_فوتبال_راه‌آهن
آریمو،_آیداهو	نوع	زیپ‌کد
رودولف_اشتاینر	ایده‌های_چشمگیر	حکمت_انسانی
نورآباد	منطقه	شهرستان_سنقر
انالیس_باسو	محل_تولد	ایالات_متحده_آمریکا
لیا_گیبسن	موضوع	مقاله‌ها_با_اچ‌کاردها
قنات_دال‌بولاقی،_کبودرآهنگ	استان	استان_همدان
پیمان_سعدآباد	مکان	کاخ‌موزه_سعدآباد
قنات_تاج‌محمد،_سراوان	منطقه	بخش_مرکزی_شهرستان_سراوان
اسپانیایی‌ها	مورد_مرتبط	سفاردی‌ها
دهبالای_میانشهر	نام‌محلی	دهبالای_میانشهر
دلی‌آباد	منطقهٔ_زمانی	ساعت_رسمی_ایران
پادشاهی_جمشید	پدیدآورنده	فردوسی
جیمز_دیوئر	بوهاlma_mater	دانشگاه_ادینبرو
قنات_حاجی‌آباد،_شهرضا	شهرستان	شهرستان_شهرضا
شورجه	روستا	شهرستان_سمیرم
سلیم_یکم	عنوان	فاتح
مهبود_و_زروان	زبان	زبان_فارسی
اورارتو	لنگuage	زبان_اورارتویی
کاظم‌آباد	منطقه	استان_مرکزی
اندیس_آنومالی_شرق_اوچ_دره	محصول	طلا
انصار_الفرقان	جنگs	جدایی‌طلبان_عرب_خوزستان
هاچینوهه،_آئوموری	منطقه	ناحیه_توهوکو
کاساندان	مدفن	پاسارگاد
پرستو_گلستانی	محل_تولد	تهران
شهرستان_سراوان	منطقه	بخش_مرکزی_شهرستان_سراوان
واترپلو_در_بازی‌های_المپیک_تابستانی_1976	طرف_دیگر_election	واترپلو_در_بازی‌های_المپیک_تابستانی_1980
پالنکه	تاریخ	1987
بخش_ناغان	بخش	استان_چهارمحال_و_بختیاری
جان_گوردون	سال_تولد	1933
توسعه_و_انسان‌شناسی_کاربردی	پدیدآور	ناصر_فکوهی
ولادیمیر_یاورسکی	موضوع	مقاله‌های_ویکی‌پدیا_همراه_شناسه‌های_VIAF
قنات_درغویی-توشهراحمدی‌آباد،_حاجی‌آباد	منطقه	بخش_فارغان
کابساس_دل_بییار	منطقهٔ_زمانی	زمان_اروپای_مرکزی
ایندی_فولک	ابزار	آکوردئون
اکسایلوفگو	نوع	کد_پستی
امبارک_شامخ	حاکم	معمر_قذافی
ویژن	توانایی‌ها	واسط_مغز_و_رایانه
کوین_هوکس	محل_تولد	ایالات_متحده_آمریکا
اس‌تی‌اس-101	فرود_site	فرودگاه_تداراکاتی_فرود_شاتل
دوباره_می‌بینمت	سبک	موسیقی_الکترونیک
بانک_کارآفرین	موقعیت	تهران
فیلیپ_شایدمان	از_رویty	حزب_سوسیال_دموکرات_آلمان
گرگ	آهنگساز_موسیقی_فیلم	انیو_موریکونه
سیف‌الدین‌رود	روستایی_district	قرانقو
سرتیپ	حرفervice_branch	فرمانده_کل
زبان_تاتی_ایران	زبان_رایج_در	استان_تهران
فریدریش_سوم	محل_مرگ	امپراتوری_آلمان
محمد_مصدق	سلف	حسن_اسفندیاری
مونپلیه،_ورمانت	تاریخ_بنیانگذاری	1787
